FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150816;0000;10,1327;;;
150817;0000;6,8206;;;
150818;0000;5,2561;;;
150819;0000;6,66408;;;
150820;0000;6,72432;;;
150821;0000;8,14311;;;
150822;0000;9,77;;;
150823;0000;3,43297;;;
150824;0000;3,63694;;;
150825;0000;4,7515;;;
150826;0000;7,59004;;;
150827;0000;1,08156;;;
150828;0000;4,15034;;;
150829;0000;9,12331;;;
150830;0000;10,9517;;;
150831;0000;8,10391;;;
150901;0000;8,1396;;;
150902;0000;9,77989;;;
150903;0000;10,9527;;;
150904;0000;14,5253;;;
150905;0000;14,6588;;;
150906;0000;12,0578;;;
150907;0000;4,09162;;;
150908;0000;1,42945;;;
150909;0000;1,49324;;;
150910;0000;6,30296;;;
150911;0000;8,1761;;;
150912;0000;10,3848;;;
150913;0000;13,9992;;;
150914;0000;4,17768;;;
150915;0000;2,16412;;;
150916;0000;3,8353;;;
150917;0000;13,6793;;;
150918;0000;11,2374;;;
150919;0000;9,2467;;;
150920;0000;13,2616;;;
150921;0000;13,3187;;;
150922;0000;12,1249;;;
150923;0000;10,8697;;;
150924;0000;5,90063;;;
150925;0000;5,03838;;;
150926;0000;8,15889;;;
150927;0000;6,05302;;;
150928;0000;10,7193;;;
150929;0000;9,34761;;;
150930;0000;9,76953;;;
151001;0000;7,8033;;;
151002;0000;8,52014;;;
151003;0000;6,67268;;;
151004;0000;7,99896;;;
151005;0000;4,00674;;;
151006;0000;5,67681;;;
151007;0000;9,82468;;;
151008;0000;7,09366;;;
151009;0000;11,4374;;;
151010;0000;14,7663;;;
151011;0000;17,8276;;;
151012;0000;13,5128;;;
151013;0000;11,3246;;;
151014;0000;9,91898;;;
151015;0000;9,89351;;;
151016;0000;2,11655;;;
151017;0000;13,3791;;;
151018;0000;17,9046;;;
151019;0000;7,5871;;;
151020;0000;7,79424;;;
151021;0000;11,2314;;;
151022;0000;15,3631;;;
151023;0000;14,2294;;;
151024;0000;11,4475;;;
151025;0000;12,0511;;;
151026;0000;12,1635;;;
151027;0000;11,1115;;;
151028;0000;10,672;;;
151029;0000;12,4943;;;
151030;0000;15,5361;;;
151031;0000;18,4286;;;
151101;0000;17,9289;;;
151102;0000;7,67411;;;
151103;0000;13,149;;;
151104;0000;16,0318;;;
151105;0000;17,451;;;
151106;0000;14,3099;;;
151107;0000;10,2449;;;
151108;0000;10,9841;;;
151109;0000;11,9085;;;
151110;0000;13,479;;;
151111;0000;15,4685;;;
151112;0000;15,5176;;;
151113;0000;17,872;;;
151114;0000;19,0922;;;
151115;0000;15,2789;;;
151116;0000;11,4263;;;
151117;0000;13,0922;;;
151118;0000;11,3835;;;
151119;0000;15,7661;;;
151120;0000;14,4817;;;
151121;0000;14,2379;;;
151122;0000;14,5975;;;
151123;0000;12,3234;;;
151124;0000;10,6195;;;
151125;0000;11,8567;;;
151126;0000;10,8087;;;
151127;0000;12,4254;;;
151128;0000;15,9646;;;
151129;0000;20,3138;;;
151130;0000;14,819;;;
151201;0000;13,0625;;;
151202;0000;11,8329;;;
151203;0000;14,1214;;;
151204;0000;17,8567;;;
151205;0000;18,5993;;;
151206;0000;17,351;;;
151207;0000;12,2087;;;
151208;0000;14,3768;;;
151209;0000;11,6044;;;
151210;0000;19,0892;;;
151211;0000;20,038;;;
151212;0000;15,219;;;
151213;0000;14,6672;;;
151214;0000;15,2618;;;
151215;0000;20,7106;;;
151216;0000;11,901;;;
151217;0000;14,5188;;;
151218;0000;16,7083;;;
151219;0000;18,5529;;;
151220;0000;15,1552;;;
151221;0000;12,8129;;;
151222;0000;12,1027;;;
151223;0000;13,4832;;;
151224;0000;20,4485;;;
151225;0000;23,1456;;;
151226;0000;21,668;;;
151227;0000;19,8954;;;
151228;0000;15,4903;;;
151229;0000;11,8561;;;
151230;0000;14,4896;;;
151231;0000;19,2703;;;
160101;0000;20,5237;;;
160102;0000;16,0901;;;
160103;0000;13,3192;;;
160104;0000;11,7343;;;
160105;0000;14,5896;;;
160106;0000;14,1021;;;
160107;0000;11,616;;;
160108;0000;11,1719;;;
160109;0000;15,9408;;;
160110;0000;17,4911;;;
160111;0000;15,2955;;;
160112;0000;14,6292;;;
160113;0000;21,3859;;;
160114;0000;18,2971;;;
160115;0000;18,8978;;;
160116;0000;21,2001;;;
160117;0000;23,2109;;;
160118;0000;21,1065;;;
160119;0000;23,4977;;;
160120;0000;19,7545;;;
160121;0000;17,6014;;;
160122;0000;17,9505;;;
160123;0000;14,1812;;;
160124;0000;15,886;;;
160125;0000;5,256;;;
160126;0000;15,1811;;;
160127;0000;12,685;;;
160128;0000;17,8858;;;
160129;0000;10,3675;;;
160130;0000;19,8175;;;
160131;0000;18,0771;;;
160201;0000;13,2868;;;
160202;0000;13,4225;;;
160203;0000;18,2226;;;
160204;0000;11,1048;;;
160205;0000;16,5351;;;
160206;0000;15,6681;;;
160207;0000;16,6664;;;
160208;0000;16,3077;;;
160209;0000;20,6164;;;
160210;0000;13,925;;;
160211;0000;18,98;;;
160212;0000;16,9441;;;
160213;0000;21,5719;;;
160214;0000;22,476;;;
160215;0000;23,6138;;;
160216;0000;16,3332;;;
160217;0000;16,8557;;;
160218;0000;18,3475;;;
160219;0000;22,3522;;;
160220;0000;24,2119;;;
160221;0000;21,6888;;;
160222;0000;19,2919;;;
160223;0000;22,7303;;;
160224;0000;22,7578;;;
160225;0000;18,5056;;;
160226;0000;15,3638;;;
160227;0000;20,5132;;;
160228;0000;23,741;;;
160229;0000;19,4131;;;
160301;0000;23,8888;;;
160302;0000;24,6347;;;
160303;0000;17,1135;;;
160304;0000;21,675;;;
160305;0000;20,5303;;;
160306;0000;14,9616;;;
160307;0000;10,6785;;;
160308;0000;16,8969;;;
160309;0000;17,7666;;;
160310;0000;19,6013;;;
160311;0000;18,571;;;
160312;0000;13,9097;;;
160313;0000;21,1732;;;
160314;0000;17;;;
160315;0000;19,7088;;;
160316;0000;18,3475;;;
160317;0000;11,7716;;;
160318;0000;15,8656;;;
160319;0000;19,3685;;;
160320;0000;20,4066;;;
160321;0000;15,5906;;;
160322;0000;19,3547;;;
160323;0000;19,5713;;;
160324;0000;16,481;;;
160325;0000;24,2547;;;
160326;0000;16,2354;;;
160327;0000;18,3132;;;
160328;0000;11,0497;;;
160329;0000;10,4172;;;
160330;0000;6,93845;;;
160331;0000;7,30969;;;
160401;0000;7,71876;;;
160402;0000;13,1775;;;
160403;0000;9,34471;;;
160404;0000;10,5547;;;
160405;0000;1,72719;;;
160406;0000;9,25533;;;
160407;0000;6,06876;;;
160408;0000;11,7338;;;
160409;0000;11,8541;;;
160410;0000;12,2563;;;
160411;0000;14,6419;;;
160412;0000;10,6166;;;
160413;0000;1,69625;;;
160414;0000;1,94;;;
160415;0000;1,99;;;
160416;0000;2,34126;;;
160417;0000;4,74844;;;
160418;0000;2,84782;;;
160419;0000;6,42282;;;
160420;0000;8,78439;;;
160421;0000;9,04564;;;
160422;0000;3,02657;;;
160423;0000;5,51532;;;
160424;0000;7,81157;;;
160425;0000;5,62876;;;
160426;0000;6,97969;;;
160427;0000;3,00594;;;
160428;0000;2,12251;;;
160429;0000;8,83252;;;
160430;0000;11,2869;;;
160501;0000;4,28439;;;
160502;0000;2,09844;;;
160503;0000;6,64282;;;
160504;0000;6,13313;;;
160505;0000;2,93375;;;
160506;0000;2,72063;;;
160507;0000;7,47813;;;
160508;0000;8,10033;;;
160509;0000;6,57407;;;
160510;0000;2,18688;;;
160511;0000;2,50407;;;
160512;0000;2,39407;;;
160513;0000;1,86125;;;
160514;0000;2,65188;;;
160515;0000;5,04095;;;
160516;0000;4,31219;;;
160517;0000;3,73813;;;
160518;0000;1,875;;;
160519;0000;2,31844;;;
160520;0000;3,62469;;;
160521;0000;4,12657;;;
160522;0000;5,56689;;;
160523;0000;4,2297;;;
160524;0000;2,0675;;;
160525;0000;3,73125;;;
160526;0000;2,11907;;;
160527;0000;3,54907;;;
160528;0000;1,93;;;
160529;0000;2,27375;;;
160530;0000;2,79282;;;
160531;0000;3,40469;;;
160601;0000;4,44626;;;
160602;0000;1,39719;;;
160603;0000;1,43844;;;
160604;0000;7,46782;;;
160605;0000;5,64594;;;
160606;0000;4,40157;;;
160607;0000;3,98907;;;
160608;0000;3,2225;;;
160609;0000;2,02625;;;
160610;0000;3,59032;;;
160611;0000;4,3672;;;
160612;0000;1,94938;;;
160613;0000;1,28813;;;
160614;0000;1,44188;;;
160615;0000;1,99188;;;
160616;0000;3,58001;;;
160617;0000;3,36344;;;
160618;0000;4,34657;;;
160619;0000;4,90344;;;
160620;0000;2,45938;;;
160621;0000;4,38094;;;
160622;0000;2,59344;;;
160623;0000;2,54876;;;
160624;0000;2,42157;;;
160625;0000;3,87563;;;
160626;0000;6,17876;;;
160627;0000;6,01376;;;
160628;0000;3,29813;;;
160629;0000;1,70813;;;
160630;0000;1,33949;;;
160701;0000;1,61459;;;
160702;0000;1,58959;;;
160703;0000;2,52375;;;
160704;0000;3,52008;;;
160705;0000;3,95917;;;
160706;0000;3,01146;;;
160707;0000;1,70146;;;
160708;0000;1,95313;;;
160709;0000;1,66167;;;
160710;0000;1,90063;;;
160711;0000;7,75355;;;
160712;0000;1,00396;;;
160713;0000;4,59751;;;
160714;0000;8,07613;;;
160715;0000;;;;
160716;0000;;;;
160717;0000;;;;
160718;0000;;;;
160719;0000;;;;
160720;0000;;;;
160721;0000;;;;
160722;0000;;;;
160723;0000;;;;
160724;0000;;;;
160725;0000;;;;
160726;0000;;;;
160727;0000;;;;
160728;0000;;;;
160729;0000;;;;
160730;0000;;;;
160731;0000;;;;
160801;0000;;;;
160802;0000;;;;
160803;0000;;;;
160804;0000;;;;
160805;0000;;;;
160806;0000;;;;
160807;0000;;;;
160808;0000;;;;
160809;0000;;;;
160810;0000;;;;
160811;0000;;;;
160812;0000;;;;
160813;0000;;;;
160814;0000;;;;
160815;0000;;;;
160816;0000;;;;
160817;0000;;;;
160818;0000;;;;
160819;0000;;;;
160820;0000;;;;
160821;0000;;;;
160822;0000;;;;
160823;0000;;;;
160824;0000;;;;
160825;0000;;;;
160826;0000;;;;
160827;0000;;;;
160828;0000;;;;
160829;0000;;;;
160830;0000;;;;
160831;0000;;;;
160901;0000;;;;
160902;0000;;;;
160903;0000;;;;
160904;0000;;;;
160905;0000;;;;
160906;0000;;;;
160907;0000;;;;
160908;0000;;;;
160909;0000;;;;
160910;0000;;;;
160911;0000;;;;
160912;0000;;;;
160913;0000;;;;
160914;0000;9,21342;;;
160915;0000;4,22032;;;
160916;0000;4,95078;;;
160917;0000;10,783;;;
160918;0000;21,9167;;;
160919;0000;22,703;;;
160920;0000;15,4567;;;
160921;0000;13,3276;;;
160922;0000;14,1436;;;
160923;0000;11,5328;;;
160924;0000;19,1895;;;
160925;0000;15,0539;;;
160926;0000;14,5649;;;
160927;0000;14,8135;;;
160928;0000;10,4992;;;
160929;0000;13,8053;;;
160930;0000;11,3836;;;
161001;0000;14,5089;;;
161002;0000;19,1177;;;
161003;0000;10,8832;;;
161004;0000;13,2922;;;
161005;0000;14,5647;;;
161006;0000;10,5298;;;
161007;0000;13,3427;;;
161008;0000;14,9661;;;
161009;0000;21,7743;;;
161010;0000;18,505;;;
161011;0000;9,90669;;;
161012;0000;3,16091;;;
161013;0000;8,98622;;;
161014;0000;5,5556;;;
161015;0000;2,95598;;;
161016;0000;6,85709;;;
161017;0000;4,18095;;;
161018;0000;11,7687;;;
161019;0000;13,3397;;;
161020;0000;14,7742;;;
161021;0000;20,065;;;
161022;0000;14,7796;;;
161023;0000;17,6456;;;
161024;0000;12,1423;;;
161025;0000;12,9343;;;
161026;0000;17,5732;;;
161027;0000;18,9001;;;
161028;0000;8,66223;;;
161029;0000;13,6908;;;
161030;0000;14,1358;;;
161031;0000;10,4217;;;
161101;0000;15,7172;;;
161102;0000;11,277;;;
161103;0000;12,5435;;;
161104;0000;14,2289;;;
161105;0000;15,723;;;
161106;0000;15,7905;;;
161107;0000;15,9045;;;
161108;0000;14,7511;;;
161109;0000;20,8623;;;
161110;0000;21,9468;;;
161111;0000;18,467;;;
161112;0000;17,9179;;;
161113;0000;17,1277;;;
161114;0000;13,8824;;;
161115;0000;16,1228;;;
161116;0000;15,8744;;;
161117;0000;15,4166;;;
161118;0000;25,4178;;;
161119;0000;23,328;;;
161120;0000;16,7002;;;
161121;0000;15,0163;;;
161122;0000;15,8987;;;
161123;0000;8,40195;;;
161124;0000;20,0763;;;
161125;0000;14,1645;;;
161126;0000;17,3802;;;
161127;0000;14,248;;;
161128;0000;19,7402;;;
161129;0000;27,9495;;;
161130;0000;21,3703;;;
161201;0000;19,8891;;;
161202;0000;22,2515;;;
161203;0000;21,8839;;;
161204;0000;18,886;;;
161205;0000;17,8785;;;
161206;0000;20,8733;;;
161207;0000;21,3469;;;
161208;0000;21,172;;;
161209;0000;5,08508;;;
161210;0000;15,5731;;;
161211;0000;17,5004;;;
161212;0000;13,0242;;;
161213;0000;;;;
161214;0000;27,7742;;;
161215;0000;44,493;;;
161216;0000;25,4339;;;
161217;0000;22,9767;;;
161218;0000;26,0722;;;
161219;0000;24,0197;;;
161220;0000;31,3092;;;
161221;0000;23,8757;;;
161222;0000;24,985;;;
161223;0000;28,2792;;;
161224;0000;36,7333;;;
161225;0000;21,7879;;;
161226;0000;13,6401;;;
161227;0000;25,407;;;
161228;0000;28,8006;;;
161229;0000;20,2693;;;
161230;0000;23,5378;;;
161231;0000;23,4747;;;
170101;0000;24,9125;;;
170102;0000;27,9145;;;
170103;0000;29,0963;;;
170104;0000;28,3856;;;
170105;0000;32,8032;;;
170106;0000;30,8065;;;
170107;0000;31,7487;;;
170108;0000;23,788;;;
170109;0000;15,3807;;;
170110;0000;22,4846;;;
170111;0000;29,703;;;
170112;0000;29,6609;;;
170113;0000;24,9008;;;
170114;0000;23,9621;;;
170115;0000;28,5866;;;
170116;0000;29,5744;;;
170117;0000;32,4981;;;
170118;0000;39,5809;;;
170119;0000;50,1111;;;
170120;0000;47,1419;;;
170121;0000;50,1099;;;
170122;0000;36,828;;;
170123;0000;28,98;;;
170124;0000;35,0523;;;
170125;0000;28,4233;;;
170126;0000;29,435;;;
170127;0000;21,3103;;;
170128;0000;27,0939;;;
170129;0000;33,9924;;;
170130;0000;40,0438;;;
170131;0000;32,928;;;
170201;0000;42,8702;;;
170202;0000;32,8898;;;
170203;0000;14,6363;;;
170204;0000;14,6213;;;
170205;0000;24,3493;;;
170206;0000;24,0137;;;
170207;0000;19,2359;;;
170208;0000;17,1306;;;
170209;0000;17,2752;;;
170210;0000;21,2984;;;
170211;0000;24,5982;;;
170212;0000;24,5947;;;
170213;0000;20,178;;;
170214;0000;17,8727;;;
170215;0000;17,4824;;;
170216;0000;15,7891;;;
170217;0000;14,1734;;;
170218;0000;17,3539;;;
170219;0000;22,5461;;;
170220;0000;21,7995;;;
170221;0000;21,4183;;;
170222;0000;22,7551;;;
170223;0000;20,0864;;;
170224;0000;19,4131;;;
170225;0000;15,7589;;;
170226;0000;15,0815;;;
170227;0000;12,8962;;;
170228;0000;14,5239;;;
170301;0000;12,9973;;;
170302;0000;12,6282;;;
170303;0000;15,5241;;;
170304;0000;16,5877;;;
170305;0000;18,2035;;;
170306;0000;17,8076;;;
170307;0000;16,7347;;;
170308;0000;16,2;;;
170309;0000;15,2394;;;
170310;0000;16,0715;;;
170311;0000;18,8262;;;
170312;0000;18,1109;;;
170313;0000;19,7451;;;
170314;0000;16,2116;;;
170315;0000;18,5762;;;
170316;0000;23,1665;;;
170317;0000;17,5947;;;
170318;0000;14,3196;;;
170319;0000;19,9552;;;
170320;0000;17,8053;;;
170321;0000;20,0773;;;
170322;0000;16,2336;;;
170323;0000;15,6745;;;
170324;0000;11,5912;;;
170325;0000;20,9593;;;
170326;0000;14,7336;;;
170327;0000;14,3192;;;
170328;0000;15,9454;;;
170329;0000;13,8528;;;
170330;0000;12,4037;;;
170331;0000;14,1155;;;
170401;0000;12,2544;;;
170402;0000;15,3736;;;
170403;0000;12,6051;;;
170404;0000;12,2949;;;
170405;0000;15,685;;;
170406;0000;16,8505;;;
170407;0000;10,1653;;;
170408;0000;11,4905;;;
170409;0000;15,1699;;;
170410;0000;11,7602;;;
170411;0000;15,4222;;;
170412;0000;15,1977;;;
170413;0000;12,6012;;;
170414;0000;12,9917;;;
170415;0000;12,8215;;;
170416;0000;13,4114;;;
170417;0000;12,9292;;;
170418;0000;11,5009;;;
170419;0000;14,4951;;;
170420;0000;4,60162;;;
170421;0000;6,62361;;;
170422;0000;10,5264;;;
170423;0000;10,8725;;;
170424;0000;5,21804;;;
170425;0000;8,31805;;;
170426;0000;8,8389;;;
170427;0000;8,82715;;;
170428;0000;8,86089;;;
170429;0000;11,5993;;;
170430;0000;18,0715;;;
170501;0000;12;;;
170502;0000;7;;;
170503;0000;7;;;
170504;0000;9;;;
170505;0000;10;;;
170506;0000;9;;;
170507;0000;9;;;
170508;0000;7;;;
170509;0000;4;;;
170510;0000;4;;;
170511;0000;4;;;
170512;0000;5;;;
170513;0000;8;;;
170514;0000;5;;;
170515;0000;5;;;
170516;0000;3;;;
170517;0000;4;;;
170518;0000;9;;;
170519;0000;6;;;
170520;0000;6;;;
170521;0000;6;;;
170522;0000;3;;;
170523;0000;3;;;
170524;0000;3;;;
170525;0000;4;;;
170526;0000;4;;;
170527;0000;7;;;
170528;0000;8;;;
170529;0000;7;;;
170530;0000;5;;;
170531;0000;7;;;
170601;0000;5;;;
170602;0000;4;;;
170603;0000;7;;;
170604;0000;8;;;
170605;0000;5;;;
170606;0000;5;;;
170607;0000;3;;;
170608;0000;5;;;
170609;0000;4;;;
170610;0000;5;;;
170611;0000;7;;;
170612;0000;4;;;
170613;0000;2;;;
170614;0000;1;;;
170615;0000;2;;;
170616;0000;4;;;
170617;0000;10;;;
170618;0000;5;;;
170619;0000;1;;;
170620;0000;1;;;
170621;0000;1;;;
170622;0000;1;;;
170623;0000;1;;;
170624;0000;1;;;
170625;0000;3;;;
170626;0000;4;;;
170627;0000;2;;;
170628;0000;3;;;
170629;0000;3;;;
170630;0000;3;;;
170701;0000;3;;;
170702;0000;5;;;
170703;0000;2;;;
170704;0000;4;;;
170705;0000;1;;;
170706;0000;2;;;
170707;0000;2;;;
170708;0000;1;;;
170709;0000;4;;;
170710;0000;2;;;
170711;0000;4;;;
170712;0000;4;;;
170713;0000;4;;;
170714;0000;6;;;
170715;0000;;;;
170716;0000;;;;
170717;0000;;;;
170718;0000;;;;
170719;0000;;;;
170720;0000;3;;;
170721;0000;4;;;
170722;0000;2;;;
170723;0000;1;;;
170724;0000;3;;;
170725;0000;3;;;
170726;0000;3;;;
170727;0000;4;;;
170728;0000;3;;;
170729;0000;4;;;
170730;0000;9;;;
170731;0000;3;;;
170801;0000;5;;;
170802;0000;4;;;
170803;0000;;;;
170804;0000;3;;;
170805;0000;2;;;
170806;0000;5;;;
170807;0000;4;;;
170808;0000;4;;;
170809;0000;2;;;
170810;0000;7;;;
170811;0000;6;;;
170812;0000;7;;;
170813;0000;3;;;
170814;0000;6;;;
170815;0000;5;;;
170816;0000;5;;;
170817;0000;7;;;
170818;0000;3;;;
170819;0000;7;;;
170820;0000;9;;;
170821;0000;6;;;
170822;0000;5;;;
170823;0000;7;;;
170824;0000;7;;;
170825;0000;7;;;
170826;0000;4;;;
170827;0000;12;;;
170828;0000;10;;;
170829;0000;13;;;
170830;0000;7;;;
170831;0000;9;;;
170901;0000;6;;;
170902;0000;10;;;
170903;0000;9;;;
170904;0000;7;;;
170905;0000;6;;;
170906;0000;9;;;
170907;0000;12;;;
170908;0000;8;;;
170909;0000;6;;;
170910;0000;10;;;
170911;0000;2;;;
170912;0000;10;;;
170913;0000;15;;;
170914;0000;8;;;
170915;0000;10;;;
170916;0000;16;;;
170917;0000;19;;;
170918;0000;12;;;
170919;0000;17;;;
170920;0000;13;;;
170921;0000;12;;;
170922;0000;12;;;
170923;0000;17;;;
170924;0000;14;;;
170925;0000;10;;;
170926;0000;7;;;
170927;0000;13;;;
170928;0000;8;;;
170929;0000;10;;;
170930;0000;6;;;
171001;0000;10;;;
171002;0000;5;;;
171003;0000;12;;;
171004;0000;11;;;
171005;0000;13;;;
171006;0000;11;;;
171007;0000;8;;;
171008;0000;15;;;
171009;0000;12;;;
171010;0000;10;;;
171011;0000;10;;;
171012;0000;15;;;
171013;0000;13;;;
171014;0000;18;;;
171015;0000;17;;;
171016;0000;12;;;
171017;0000;10;;;
171018;0000;14;;;
171019;0000;19;;;
171020;0000;7;;;
171021;0000;16;;;
171022;0000;22;;;
171023;0000;14;;;
171024;0000;14;;;
171025;0000;15;;;
171026;0000;13;;;
171027;0000;21;;;
171028;0000;16;;;
171029;0000;14;;;
171030;0000;13;;;
171031;0000;12;;;
171101;0000;8;;;
171102;0000;8;;;
171103;0000;11;;;
171104;0000;8;;;
171105;0000;15;;;
171106;0000;8;;;
171107;0000;10;;;
171108;0000;15;;;
171109;0000;17;;;
171110;0000;18;;;
171111;0000;24;;;
171112;0000;23;;;
171113;0000;16;;;
171114;0000;16;;;
171115;0000;16;;;
171116;0000;16;;;
171117;0000;16;;;
171118;0000;18;;;
171119;0000;19;;;
171120;0000;12;;;
171121;0000;19;;;
171122;0000;21;;;
171123;0000;18;;;
171124;0000;15;;;
171125;0000;23;;;
171126;0000;21;;;
171127;0000;20;;;
171128;0000;;;;
