FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150817;0000;1,18642;;;
150818;0000;1,39635;;;
150819;0000;1,23089;;;
150820;0000;1,21547;;;
150821;0000;1;;;
150822;0000;1,02295;;;
150823;0000;1,23503;;;
150824;0000;1,25014;;;
150825;0000;1,20356;;;
150826;0000;1,44962;;;
150827;0000;1,46042;;;
150828;0000;1,37088;;;
150829;0000;1,22207;;;
150830;0000;1,21038;;;
150831;0000;1,4349;;;
150901;0000;1,36996;;;
150902;0000;1,29431;;;
150903;0000;1,57448;;;
150904;0000;1,37865;;;
150905;0000;1,14851;;;
150906;0000;1,54358;;;
150907;0000;1,30014;;;
150908;0000;1,0924;;;
150909;0000;1,11293;;;
150910;0000;1,14948;;;
150911;0000;1,82121;;;
150912;0000;1,25889;;;
150913;0000;1,14377;;;
150914;0000;1,39089;;;
150915;0000;1,27594;;;
150916;0000;1,25634;;;
150917;0000;1,05163;;;
150918;0000;1,10128;;;
150919;0000;1,48707;;;
150920;0000;1,21047;;;
150921;0000;1,07155;;;
150922;0000;1,02821;;;
150923;0000;1,18651;;;
150924;0000;1,14559;;;
150925;0000;1,79901;;;
150926;0000;1,27557;;;
150927;0000;1,24167;;;
150928;0000;1,34786;;;
150929;0000;1,80781;;;
150930;0000;1,31318;;;
151001;0000;1,06139;;;
151002;0000;1,26729;;;
151003;0000;1,41023;;;
151004;0000;1,06274;;;
151005;0000;1,10314;;;
151006;0000;1,10788;;;
151007;0000;1,09908;;;
151008;0000;1,56849;;;
151009;0000;1,51906;;;
151010;0000;1,2697;;;
151011;0000;1,47654;;;
151012;0000;1,53312;;;
151013;0000;1,26123;;;
151014;0000;1,11149;;;
151015;0000;1,00257;;;
151016;0000;1,03854;;;
151017;0000;1,15549;;;
151018;0000;1,25897;;;
151019;0000;1;;;
151020;0000;1,11219;;;
151021;0000;1,07543;;;
151022;0000;1,15672;;;
151023;0000;1,00899;;;
151024;0000;1,11189;;;
151025;0000;1;;;
151026;0000;1,7625;;;
151027;0000;1,22927;;;
151028;0000;1,22062;;;
151029;0000;1,19186;;;
151030;0000;1,62416;;;
151031;0000;1,34851;;;
151101;0000;1,10378;;;
151102;0000;1;;;
151103;0000;1,78444;;;
151104;0000;1,25774;;;
151105;0000;1,29727;;;
151106;0000;1,08219;;;
151107;0000;2,0541;;;
151108;0000;1,50253;;;
151109;0000;1,46028;;;
151110;0000;1,37617;;;
151111;0000;1,2483;;;
151112;0000;1,6554;;;
151113;0000;1,42016;;;
151114;0000;1,23738;;;
151115;0000;1,06752;;;
151116;0000;1,06295;;;
151117;0000;1,29674;;;
151118;0000;1,64378;;;
151119;0000;1,4967;;;
151120;0000;1,32455;;;
151121;0000;1,02441;;;
151122;0000;1,24825;;;
151123;0000;1,29061;;;
151124;0000;1,66563;;;
151125;0000;1,75894;;;
151126;0000;1,2521;;;
151127;0000;1,13679;;;
151128;0000;1,58286;;;
151129;0000;1,29869;;;
151130;0000;1,08222;;;
151201;0000;1,5027;;;
151202;0000;1,23369;;;
151203;0000;1,22417;;;
151204;0000;1,13623;;;
151205;0000;1,08804;;;
151206;0000;1,10899;;;
151207;0000;1,08593;;;
151208;0000;1,09832;;;
151209;0000;1,11067;;;
151210;0000;1,19703;;;
151211;0000;1,19892;;;
151212;0000;1,14914;;;
151213;0000;1,02227;;;
151214;0000;1,08672;;;
151215;0000;1,22921;;;
151216;0000;2,99346;;;
151217;0000;1,39709;;;
151218;0000;1,38388;;;
151219;0000;1,47922;;;
151220;0000;1,12761;;;
151221;0000;1,05203;;;
151222;0000;1,06938;;;
151223;0000;1,25448;;;
151224;0000;1,39042;;;
151225;0000;1,21396;;;
151226;0000;1,23444;;;
151227;0000;1,34854;;;
151228;0000;1,35652;;;
151229;0000;1,08886;;;
151230;0000;1,10321;;;
151231;0000;1,14818;;;
160101;0000;1,13019;;;
160102;0000;1,07345;;;
160103;0000;1,08522;;;
160104;0000;1,08244;;;
160105;0000;1,13597;;;
160106;0000;1,08822;;;
160107;0000;1,09164;;;
160108;0000;1,04989;;;
160109;0000;1,12912;;;
160110;0000;1,09229;;;
160111;0000;1,06252;;;
160112;0000;1,06145;;;
160113;0000;1,16123;;;
160114;0000;1,07944;;;
160115;0000;1,19003;;;
160116;0000;1,36228;;;
160117;0000;1,78702;;;
160118;0000;1,25185;;;
160119;0000;1,21703;;;
160120;0000;1,12398;;;
160121;0000;1,10706;;;
160122;0000;1,14882;;;
160123;0000;1,09464;;;
160124;0000;1,04283;;;
160125;0000;1,11584;;;
160126;0000;1,12762;;;
160127;0000;1,09571;;;
160128;0000;1,22489;;;
160129;0000;1,11349;;;
160130;0000;1,67465;;;
160131;0000;1,24196;;;
160201;0000;1,09357;;;
160202;0000;1,05953;;;
160203;0000;1,05246;;;
160204;0000;1,01756;;;
160205;0000;1,06916;;;
160206;0000;1,13554;;;
160207;0000;1,09636;;;
160208;0000;1,13169;;;
160209;0000;1,14733;;;
160210;0000;1,17384;;;
160211;0000;1,31743;;;
160212;0000;1,17132;;;
160213;0000;1,20524;;;
160214;0000;1,81259;;;
160215;0000;1,28537;;;
160216;0000;1,16939;;;
160217;0000;1,17087;;;
160218;0000;1,18545;;;
160219;0000;1,35215;;;
160220;0000;1,42434;;;
160221;0000;1,24476;;;
160222;0000;1,31351;;;
160223;0000;1,17518;;;
160224;0000;1,32273;;;
160225;0000;1,19002;;;
160226;0000;1,3191;;;
160227;0000;1,29202;;;
160228;0000;1,22089;;;
160229;0000;1,24283;;;
160301;0000;1,60933;;;
160302;0000;1,51587;;;
160303;0000;1,37342;;;
160304;0000;2,06157;;;
160305;0000;1,28061;;;
160306;0000;1,19274;;;
160307;0000;1,18307;;;
160308;0000;1,55625;;;
160309;0000;1,78656;;;
160310;0000;1,4628;;;
160311;0000;1,35623;;;
160312;0000;1,1711;;;
160313;0000;1,47549;;;
160314;0000;1,79;;;
160315;0000;1,8175;;;
160316;0000;1,36375;;;
160317;0000;1,17087;;;
160318;0000;1,61469;;;
160319;0000;1,34313;;;
160320;0000;1,91031;;;
160321;0000;2,06157;;;
160322;0000;2,13375;;;
160323;0000;1,39748;;;
160324;0000;1,44625;;;
160325;0000;1,60781;;;
160326;0000;1,46344;;;
160327;0000;1,28749;;;
160328;0000;1,55625;;;
160329;0000;1,5425;;;
160330;0000;1,41875;;;
160331;0000;1,70063;;;
160401;0000;1,68;;;
160402;0000;1,69031;;;
160403;0000;1,32594;;;
160404;0000;1,90344;;;
160405;0000;1,9275;;;
160406;0000;1,54594;;;
160407;0000;1,78313;;;
160408;0000;1,92063;;;
160409;0000;1,60094;;;
160410;0000;1,8725;;;
160411;0000;1,85531;;;
160412;0000;1,50125;;;
160413;0000;2,16469;;;
160414;0000;1,56656;;;
160415;0000;1,23313;;;
160416;0000;1,23656;;;
160417;0000;1,18307;;;
160418;0000;1,25375;;;
160419;0000;1,58375;;;
160420;0000;1,60438;;;
160421;0000;2,03407;;;
160422;0000;1,68344;;;
160423;0000;1,28125;;;
160424;0000;1,18372;;;
160425;0000;1,61125;;;
160426;0000;1,77281;;;
160427;0000;2,37094;;;
160428;0000;3,06532;;;
160429;0000;2,62532;;;
160430;0000;2,30907;;;
160501;0000;1,91375;;;
160502;0000;1,86906;;;
160503;0000;2,505;;;
160504;0000;1,92063;;;
160505;0000;1,29156;;;
160506;0000;2,12344;;;
160507;0000;1,76938;;;
160508;0000;1,28813;;;
160509;0000;1,84844;;;
160510;0000;1,91719;;;
160511;0000;1,91031;;;
160512;0000;2,36407;;;
160513;0000;2,80407;;;
160514;0000;2,22657;;;
160515;0000;2,05125;;;
160516;0000;2,37782;;;
160517;0000;2,34;;;
160518;0000;1,82438;;;
160519;0000;2,28844;;;
160520;0000;1,98594;;;
160521;0000;1,9275;;;
160522;0000;1,79688;;;
160523;0000;2,18876;;;
160524;0000;2,54282;;;
160525;0000;2,45;;;
160526;0000;2,36407;;;
160527;0000;2,65969;;;
160528;0000;2,42938;;;
160529;0000;1,7625;;;
160530;0000;1,82094;;;
160531;0000;1,90344;;;
160601;0000;1,95844;;;
160602;0000;1,87944;;;
160603;0000;1,7075;;;
160604;0000;1,295;;;
160605;0000;1,73844;;;
160606;0000;2,80063;;;
160607;0000;2,97938;;;
160608;0000;2,82125;;;
160609;0000;3,14094;;;
160610;0000;3,12032;;;
160611;0000;2,55657;;;
160612;0000;2,25407;;;
160613;0000;2,33313;;;
160614;0000;2,88313;;;
160615;0000;2,95876;;;
160616;0000;2,67688;;;
160617;0000;2,78344;;;
160618;0000;2,99313;;;
160619;0000;1,93438;;;
160620;0000;1,97563;;;
160621;0000;2,66656;;;
160622;0000;2,90376;;;
160623;0000;2,73875;;;
160624;0000;2,2025;;;
160625;0000;2,44313;;;
160626;0000;2,22313;;;
160627;0000;2,25063;;;
160628;0000;2,86594;;;
160629;0000;2,27125;;;
160630;0000;3,71844;;;
160701;0000;3,56032;;;
160702;0000;2,45344;;;
160703;0000;1,95844;;;
160704;0000;2,64938;;;
160705;0000;1,94013;;;
160706;0000;1,21931;;;
160707;0000;1,11917;;;
160708;0000;1,01896;;;
160709;0000;1;;;
160710;0000;1;;;
160711;0000;;1;;
160712;0000;;0,983958;;
160713;0000;;1;;
160714;0000;;1;;
160715;0000;;1,0405;;
160716;0000;1;;;
160717;0000;1;;;
160718;0000;1,01084;;;
160719;0000;1,05959;;;
160720;0000;1;;;
160721;0000;1;;;
160722;0000;1,03225;;;
160723;0000;1;;;
160724;0000;1;;;
160725;0000;1;;;
160726;0000;1;;;
160727;0000;1;;;
160728;0000;1,00271;;;
160729;0000;1,00325;;;
160730;0000;1,00742;;;
160731;0000;1,00325;;;
160801;0000;1;;;
160802;0000;1,00619;;;
160803;0000;1;;;
160804;0000;1;;;
160805;0000;1;;;
160806;0000;1,19966;;;
160807;0000;1;;;
160808;0000;1,00271;;;
160809;0000;1,09;;;
160810;0000;1;;;
160811;0000;1;;;
160812;0000;;0,996944;;
160813;0000;;1,12368;;
160814;0000;1;;;
160815;0000;1;;;
160816;0000;;;;
160817;0000;;;;
160818;0000;;;;
160819;0000;;;;
160820;0000;;;;
160821;0000;1,00542;;;
160822;0000;1;;;
160823;0000;1;;;
160824;0000;;1;;
160825;0000;;;;
160826;0000;;;;
160827;0000;;;;
160828;0000;;;;
160829;0000;;;;
160830;0000;1,26681;;;
160831;0000;1;;;
160901;0000;1;;;
160902;0000;;0,999236;;
160903;0000;;1,0341;;
160904;0000;1;;;
160905;0000;1,11556;;;
160906;0000;1,54986;;;
160907;0000;1;;;
160908;0000;1,45632;;;
160909;0000;1,28028;;;
160910;0000;1;;;
160911;0000;1;;;
160912;0000;;0,997381;;
160913;0000;1,60542;;;
160914;0000;1,14042;;;
160915;0000;1,02785;;;
160916;0000;1,01084;;;
160917;0000;1;;;
160918;0000;1,81382;;;
160919;0000;1,47778;;;
160920;0000;1,34507;;;
160921;0000;1,02438;;;
160922;0000;1,84303;;;
160923;0000;1,08938;;;
160924;0000;1;;;
160925;0000;1;;;
160926;0000;1,29584;;;
160927;0000;1,13986;;;
160928;0000;1,02708;;;
160929;0000;1;;;
160930;0000;1,02243;;;
161001;0000;1;;;
161002;0000;1,28104;;;
161003;0000;1,16091;;;
161004;0000;1;;;
161005;0000;1,52813;;;
161006;0000;1,64118;;;
161007;0000;1;;;
161008;0000;1,05063;;;
161009;0000;1,06577;;;
161010;0000;1,01084;;;
161011;0000;1,00271;;;
161012;0000;1;;;
161013;0000;1,02341;;;
161014;0000;1;;;
161015;0000;1;;;
161016;0000;;1;;
161017;0000;;0,996181;;
161018;0000;;0,996181;;
161019;0000;;1,29866;;
161020;0000;1,16847;;;
161021;0000;1,00722;;;
161022;0000;1;;;
161023;0000;;1;;
161024;0000;;1;;
161025;0000;;;;
161026;0000;1,56514;;;
161027;0000;1;;;
161028;0000;1;;;
161029;0000;;1;;
161030;0000;;;;
161031;0000;;;;
161101;0000;1,05875;;;
161102;0000;1,55639;;;
161103;0000;1,56368;;;
161104;0000;1,07347;;;
161105;0000;1,01174;;;
161106;0000;1,01084;;;
161107;0000;1,07847;;;
161108;0000;1;;;
161109;0000;1,22327;;;
161110;0000;1,25479;;;
161111;0000;1,07854;;;
161112;0000;1,08084;;;
161113;0000;1,00271;;;
161114;0000;1,00813;;;
161115;0000;1,01625;;;
161116;0000;1,00271;;;
161117;0000;1,55073;;;
161118;0000;1,36;;;
161119;0000;1,09723;;;
161120;0000;1,00542;;;
161121;0000;1,01354;;;
161122;0000;1,07577;;;
161123;0000;1,01896;;;
161124;0000;1;;;
161125;0000;1;;;
161126;0000;1,00723;;;
161127;0000;1,06181;;;
161128;0000;1,04604;;;
161129;0000;1,22681;;;
161130;0000;1;;;
161201;0000;1;;;
161202;0000;;0,990833;;
161203;0000;;1;;
161204;0000;;1;;
161205;0000;;;;
161206;0000;;;;
161207;0000;1,01354;;;
161208;0000;1;;;
161209;0000;;0,999236;;
161210;0000;;1,01597;;
161211;0000;1;;;
161212;0000;1;;;
161213;0000;1,28739;;;
161214;0000;1,12597;;;
161215;0000;1,02785;;;
161216;0000;1;;;
161217;0000;1,00271;;;
161218;0000;1,01702;;;
161219;0000;1,10049;;;
161220;0000;1;;;
161221;0000;1,0375;;;
161222;0000;1;;;
161223;0000;1;;;
161224;0000;;0,954166;;
161225;0000;;1;;
161226;0000;;1;;
161227;0000;;1,01143;;
161228;0000;1;;;
161229;0000;1,00271;;;
161230;0000;1;;;
161231;0000;1,00542;;;
170101;0000;1;;;
170102;0000;1;;;
170103;0000;;0,964097;;
170104;0000;;0,917708;;
170105;0000;1,03521;;;
170106;0000;1,02243;;;
170107;0000;1,01083;;;
170108;0000;1;;;
170109;0000;1,00618;;;
170110;0000;1;;;
170111;0000;1,13181;;;
170112;0000;1;;;
170113;0000;1,0116;;;
170114;0000;1;;;
170115;0000;1;;;
170116;0000;;1,04736;;
170117;0000;1,0259;;;
170118;0000;1,02167;;;
170119;0000;1,32319;;;
170120;0000;1,13486;;;
170121;0000;1;;;
170122;0000;1;;;
170123;0000;;;;
170124;0000;;0,998333;;
170125;0000;1,12069;;;
170126;0000;1;;;
170127;0000;1;;;
170128;0000;;0,980556;;
170129;0000;1;;;
170130;0000;1;;;
170131;0000;;0,999236;;
170201;0000;;0,975625;;
170202;0000;1;;;
170203;0000;1,63021;;;
170204;0000;1,0441;;;
170205;0000;1;;;
170206;0000;1,11785;;;
170207;0000;1;;;
170208;0000;1;;;
170209;0000;;0,976319;;
170210;0000;;0,954676;;
170211;0000;;1,06597;;
170212;0000;1,02438;;;
170213;0000;1;;;
170214;0000;1;;;
170215;0000;;1;;
170216;0000;;1;;
170217;0000;;0,994444;;
170218;0000;;1;;
170219;0000;;0,998472;;
170220;0000;;0,987014;;
170221;0000;;0,999236;;
170222;0000;;0,999236;;
170223;0000;;0,999236;;
170224;0000;;1;;
170225;0000;;1;;
170226;0000;;;;
170227;0000;;0,962193;;
170228;0000;1,01444;;;
170301;0000;1,08667;;;
170302;0000;1,00271;;;
170303;0000;1,98576;;;
170304;0000;2,82359;;;
170305;0000;2,63801;;;
170306;0000;2,84597;;;
170307;0000;1,79352;;;
170308;0000;1,52826;;;
170309;0000;1,56278;;;
170310;0000;1,55979;;;
170311;0000;1,85799;;;
170312;0000;2,01028;;;
170313;0000;1,83118;;;
170314;0000;1,39602;;;
170315;0000;1,61938;;;
170316;0000;1,31674;;;
170317;0000;1,48764;;;
170318;0000;1,07917;;;
170319;0000;1,13361;;;
170320;0000;1,40701;;;
170321;0000;1,56076;;;
170322;0000;1,52354;;;
170323;0000;1,17243;;;
170324;0000;1;;;
170325;0000;1;;;
170326;0000;;;;
170327;0000;;;;
170328;0000;;0,994653;;
170329;0000;;0,998472;;
170330;0000;;0,993125;;
170331;0000;;0,998472;;
170401;0000;;1,00479;;
170402;0000;1,42535;;;
170403;0000;1,52937;;;
170404;0000;1,28583;;;
170405;0000;1,36271;;;
170406;0000;1,03611;;;
170407;0000;1;;;
170408;0000;1;;;
170409;0000;;;;
170410;0000;;1,03257;;
170411;0000;1,23556;;;
170412;0000;1,70694;;;
170413;0000;1,21174;;;
170414;0000;1,02708;;;
170415;0000;1,00812;;;
170416;0000;1;;;
170417;0000;1;;;
170418;0000;;1;;
170419;0000;;1;;
170420;0000;;;;
170421;0000;;;;
170422;0000;;1,13023;;
170423;0000;1,00542;;;
170424;0000;1,00542;;;
170425;0000;1,10021;;;
170426;0000;1,87639;;;
170427;0000;2,31125;;;
170428;0000;1,97618;;;
170429;0000;2,50861;;;
170430;0000;2,22637;;;
170501;0000;1,71;;;
170502;0000;1,66;;;
170503;0000;2,58;;;
170504;0000;2,3;;;
170505;0000;1,94;;;
170506;0000;1,22;;;
170507;0000;1,02;;;
170508;0000;1,03;;;
170509;0000;1,04;;;
170510;0000;1;;;
170511;0000;1;;;
170512;0000;;0,93;;
170513;0000;;0,94;;
170514;0000;;0,93;;
170515;0000;;1,05;;
170516;0000;1;;;
170517;0000;1;;;
170518;0000;1;;;
170519;0000;1,11;;;
170520;0000;1;;;
170521;0000;1;;;
170522;0000;;;;
170523;0000;;;;
170524;0000;;;;
170525;0000;;;;
170526;0000;;;;
170527;0000;;;;
170528;0000;;;;
170529;0000;;;;
170530;0000;;;;
170531;0000;1;;;
170601;0000;1;;;
170602;0000;;1;;
170603;0000;;1;;
170604;0000;;;;
170605;0000;;;;
170606;0000;;;;
170607;0000;1;;;
170608;0000;1;;;
170609;0000;;1,01;;
170610;0000;1,01;;;
170611;0000;1,05;;;
170612;0000;1;;;
170613;0000;1;;;
170614;0000;;1;;
170615;0000;;1;;
170616;0000;;;;
170617;0000;;;;
170618;0000;;;;
170619;0000;;1,03;;
170620;0000;1,1;;;
170621;0000;1;;;
170622;0000;1;;;
170623;0000;;1;;
170624;0000;;;;
170625;0000;;;;
170626;0000;;;;
170627;0000;;;;
170628;0000;;;;
170629;0000;;;;
170630;0000;1;;;
170701;0000;1;;;
170702;0000;;1;;
170703;0000;;1;;
170704;0000;;;;
170705;0000;;;;
170706;0000;1,31;;;
170707;0000;1;;;
170708;0000;1;;;
170709;0000;;1;;
170710;0000;;;;
170711;0000;;;;
170712;0000;;1;;
170713;0000;;1;;
170714;0000;;1;;
170715;0000;;;;
170716;0000;;;;
170717;0000;1;;;
170718;0000;;;;
170719;0000;;;;
170720;0000;1;;;
170721;0000;1;;;
170722;0000;;1;;
170723;0000;;1;;
170724;0000;;;;
170725;0000;1;;;
170726;0000;1;;;
170727;0000;;1;;
170728;0000;;1;;
170729;0000;;1;;
170730;0000;;1;;
170731;0000;;;;
170801;0000;;;;
170802;0000;;;;
170803;0000;;;;
170804;0000;1;;;
170805;0000;1;;;
170806;0000;;;;
170807;0000;;;;
170808;0000;;;;
170809;0000;;;;
170810;0000;;1;;
170811;0000;;1;;
170812;0000;;;;
170813;0000;;;;
170814;0000;;;;
170815;0000;;;;
170816;0000;;1;;
170817;0000;1,01;;;
170818;0000;1;;;
170819;0000;1;;;
170820;0000;;;;
170821;0000;1;;;
170822;0000;1;;;
170823;0000;;1;;
170824;0000;;;;
170825;0000;;;;
170826;0000;1;;;
170827;0000;1,01;;;
170828;0000;1,14;;;
170829;0000;1,05;;;
170830;0000;1,05;;;
170831;0000;1;;;
170901;0000;1;;;
170902;0000;;1;;
170903;0000;;;;
170904;0000;;;;
170905;0000;1,08;;;
170906;0000;1;;;
170907;0000;1;;;
170908;0000;;;1;
170909;0000;;;1;
170910;0000;;;;
170911;0000;;;;
170912;0000;;;;
170913;0000;;;1;
170914;0000;;;1;
170915;0000;;;;
170916;0000;1,01;;;
170917;0000;1;;;
170918;0000;1;;;
170919;0000;;;1;
170920;0000;;;;
170921;0000;;;;
170922;0000;;;;
170923;0000;1;;;
170924;0000;1;;;
170925;0000;;;;
170926;0000;1;;;
170927;0000;1;;;
170928;0000;1;;;
170929;0000;1;;;
170930;0000;;;;
171001;0000;;;1;
171002;0000;;;;
171003;0000;1;;;
171004;0000;1;;;
171005;0000;1;;;
171006;0000;1,06;;;
171007;0000;1;;;
171008;0000;1;;;
171009;0000;;;1,15;
171010;0000;1;;;
171011;0000;1;;;
171012;0000;;;;
171013;0000;;;;
171014;0000;1,09;;;
171015;0000;1;;;
171016;0000;1;;;
171017;0000;;;;
171018;0000;;;;
171019;0000;;;;
171020;0000;1,01;;;
171021;0000;1,49;;;
171022;0000;1;;;
171023;0000;1;;;
171024;0000;;;;
171025;0000;1;;;
171026;0000;1;;;
171027;0000;;;;
171028;0000;1;;;
171029;0000;1;;;
171030;0000;;;;
171031;0000;1,01;;;
171101;0000;1,07;;;
171102;0000;1;;;
171103;0000;1;;;
171104;0000;;;;
171105;0000;;;;
171106;0000;1;;;
171107;0000;1;;;
171108;0000;;;;
171109;0000;1,05;;;
171110;0000;1,22;;;
171111;0000;1,64;;;
171112;0000;1,08;;;
171113;0000;1,01;;;
171114;0000;1;;;
171115;0000;;;;
171116;0000;;;;
171117;0000;1,01;;;
171118;0000;1,36;;;
171119;0000;1,26;;;
171120;0000;1;;;
171121;0000;1,43;;;
171122;0000;1,3;;;
171123;0000;1,02;;;
171124;0000;1;;;
171125;0000;1,38;;;
171126;0000;1;;;
171127;0000;1;;;
171128;0000;;;;
171129;0000;;;;
171130;0000;;;;
171201;0000;1;;;
171202;0000;1;;;
171203;0000;1;;;
171204;0000;;0,94;;
171205;0000;;0,95;;
171206;0000;;0,93;;
